,val_loss,val_KL_loss,epochs,model_num
0,64.82233232372397,9.642038771612093,188,1
1,38.75933875731904,9.01927961874226,371,0
2,35.36365289205313,7.962013529325326,374,4
3,23.281276421288318,8.748937780185512,393,2
4,58.74058132788755,9.909883614849887,451,3
