,val_loss,val_KL_loss,epochs,model_num
0,287.707854811454,13.946401695784813,115,1
1,112.9307289437575,12.427976268466475,255,0
2,60.2390870129068,10.245254341558258,601,4
3,286.6787953864653,24.476037412237112,95,2
4,157.59569276022458,5.667252815699278,357,3
