,val_loss,val_KL_loss,val_RecoNLL_loss,val_RecoNLL_met_loss,val_RecoNLL_mt_loss,val_RecoNLL_mbb_loss,val_RecoNLL_mct2_loss,val_RecoNLL_mlb1_loss,val_RecoNLL_lep1Pt_loss,val_RecoNLL_nJet30_loss,val_RecoNLL_nBJet30_MV2c10_loss,loss,KL_loss,RecoNLL_loss,RecoNLL_met_loss,RecoNLL_mt_loss,RecoNLL_mbb_loss,RecoNLL_mct2_loss,RecoNLL_mlb1_loss,RecoNLL_lep1Pt_loss,RecoNLL_nJet30_loss,RecoNLL_nBJet30_MV2c10_loss,lr
109,25.859875598393426,9.422180510009369,20.206567166145874,3.2260394252807565,3.495039162729572,2.8617027153564654,2.7430537680034432,3.4860100193063848,3.41090659489697,0.6400042212371658,0.3438112107578945,25.92918802963906,9.469986640889278,20.247195781235778,3.2794957830222295,3.494280772818972,2.865992709200435,2.6055928932578465,3.5909927917144944,3.4240685500405887,0.6441903246686673,0.3425820996849741,0.00040265321149490774
110,28.16750705206619,9.397341667410876,22.52910183982535,3.2964629187767938,3.525732617740398,2.908534380192602,4.355269998930654,3.9247550026800475,3.5234118531107157,0.6414245610030023,0.35351060130639655,25.748457352242106,9.467889296670748,20.06772363301949,3.2637152928985738,3.487524563107367,2.8635439396739177,2.542276939564859,3.5124521459978633,3.4113429242392725,0.6436295966757243,0.34323822962300105,0.00040265321149490774
111,25.579364772333708,9.434463174573358,19.918686716965336,3.168639077486357,3.4862592366567062,2.8659768643754937,2.5093720704777622,3.500998147646473,3.4055000504176363,0.6396604550291366,0.34228075599493046,25.816534522273273,9.456170015634509,20.142832366163812,3.252506138706948,3.485978822089457,2.8683558589141147,2.620691319000224,3.5110900742704323,3.4170543500910493,0.6446085507949794,0.34254717214560565,0.00040265321149490774
112,25.84258591471135,9.417178015699402,20.19227888743048,3.1904889717602325,3.485740231159587,2.8602418262849043,2.891351546962905,3.374293208992775,3.4063673697959556,0.6409198648607536,0.34287587578714057,25.827264048575625,9.448884663416486,20.157932979457293,3.2677164923087108,3.4850272320381284,2.863933599825931,2.6017390114905576,3.536688434805107,3.4166578729569212,0.6442227040165533,0.34194774622990726,0.00040265321149490774
113,25.61140083831728,9.40525873417543,19.96824541731736,3.291318162279265,3.485361877717678,2.857310747619701,2.7546963303139287,3.215145154851331,3.383361669141387,0.6399735994849957,0.34107784616788395,25.651604212030723,9.454497506980783,19.978905465693902,3.2425459947931388,3.4787105966769767,2.867010611776267,2.5481307666445963,3.4484114693859813,3.4078153148937402,0.6448162039746967,0.34146442156810364,0.00040265321149490774
114,25.438357692316096,9.417322814462938,19.787963748874816,3.1061813789074817,3.4760272298864563,2.8680278608510306,2.623026969516753,3.305566882896752,3.4273527802052444,0.6400709028180507,0.34170958097698395,25.46560447099446,9.432631225218698,19.80602563787714,3.1738766075654254,3.4763206646617424,2.8658437904415917,2.4954303653661953,3.399495667955336,3.4090008284954076,0.6447189490104737,0.3413387699104245,0.00040265321149490774
115,26.47533012085278,9.418496821819554,20.824231858085636,3.1333227238385,3.474114635888405,2.865649744662467,2.8449004669534794,4.0706977427040005,3.453822706804864,0.6403650236779228,0.3413590136447275,25.67313493804381,9.425120191570967,20.01806263975288,3.2566557401588874,3.479086743547702,2.8714446932804454,2.584633173168964,3.426645369227691,3.4126959630037446,0.6447357212397792,0.342165426657088,0.00040265321149490774
116,25.744340579906133,9.413568366132386,20.096199414161656,3.1134850993979484,3.46728341381793,2.8691640645204446,2.7039360973130293,3.538592975288226,3.4190319866684553,0.6431010363432106,0.34160479087963,25.593340286657178,9.40658539487319,19.949388830161777,3.2037641702680566,3.470311425496681,2.866198175937547,2.5559166418020682,3.455709413005335,3.41204660513406,0.6444842977696469,0.34095799225240786,0.00040265321149490774
117,26.786245700537897,9.369154685221051,21.164752730048303,3.1866783556497236,3.4684569995617105,2.865009796318482,4.1056684642444115,3.1467880124229115,3.4107133220427115,0.6393018141912592,0.34213598052110705,25.423974095907816,9.41106324205773,19.77733596828466,3.2163161786741585,3.4681097783271366,2.8646176472467637,2.4877283035854636,3.3532217847819714,3.402991581010083,0.6439665666803882,0.340384077075769,0.00040265321149490774
118,28.50364752843207,9.350255266665382,22.893494251001762,3.9122573849578637,3.545338957868487,2.9344356580580415,2.9446531644493614,4.814969807619522,3.722103555154948,0.6471532857858537,0.37258233000826363,26.565408187105024,9.453294795134072,20.89343111150675,3.415247960784949,3.5150377060258275,2.9023525714874268,2.7157217332641532,3.843352440553504,3.5028558808700114,0.647132288867125,0.35173045379655676,0.00040265321149490774
119,26.5484038462176,9.414030850287375,20.89998511296734,3.569802013446566,3.487828540152534,2.896217620356796,2.9486929430037097,3.5870482752973465,3.422975464057333,0.6410490425613161,0.34637118455024507,25.71093336981087,9.31536537848968,20.121713936896178,3.278928689291044,3.465760504960779,2.875941194703941,2.5482597383155485,3.5882233388965648,3.3772991775827355,0.6455547402390452,0.34174661623767816,0.00040265321149490774
120,26.040358183319583,9.343530279441817,20.43423974211118,3.091611839614264,3.448733487249324,2.8702862992529385,3.4928436329702355,3.1558578512168665,3.396960305589863,0.6393878657313851,0.3385584649033063,25.10167132153212,9.354531119029145,19.48895235732483,3.1622307684499527,3.4547810760554802,2.8681781402811573,2.388575418604997,3.2451861116482124,3.387334623322186,0.6441995203592834,0.3384668819493009,0.0003221225633751601
121,25.90919456787627,9.329204896971168,20.31167138965132,3.092227160524716,3.457450078593541,2.8673596985507115,2.8625174418380723,3.626629537472275,3.4259492157553013,0.6398034091297439,0.33973447243892085,25.089400819870878,9.356427366291976,19.47554420139007,3.1411009028108934,3.4539998834053076,2.864543664117648,2.4065126396219263,3.2291880269734476,3.3970784877298854,0.6441876279383151,0.3389329585716326,0.0003221225633751601
122,25.854978424256725,9.320555172566984,20.262644990640837,3.067615229377332,3.453164782901139,2.898597777028367,3.499822946671104,2.9666799717840457,3.3962888365986736,0.6396654175335503,0.3408102740217826,24.95610811329295,9.341594384517572,19.35115133272377,3.0861616981536812,3.4569520930755635,2.866520992920052,2.3975593776909454,3.161409698186277,3.3997617509143123,0.6438414604498748,0.3389442026739034,0.0003221225633751601
