,val_loss,val_KL_loss,epochs,model_num
0,25.438357692316092,8.742917541588623,162,2
1,18.140009744877503,5.288954236707409,284,4
2,20.823806800254896,6.795319231582268,194,3
3,25.976184340785476,9.475344367437176,130,0
4,19.289241612676467,5.336160956562907,274,1
