,val_loss,val_KL_loss,val_RecoNLL_loss,val_RecoNLL_met_loss,val_RecoNLL_mt_loss,val_RecoNLL_mbb_loss,val_RecoNLL_mct2_loss,val_RecoNLL_mlb1_loss,val_RecoNLL_lep1Pt_loss,val_RecoNLL_nJet30_loss,val_RecoNLL_nBJet30_MV2c10_loss,loss,KL_loss,RecoNLL_loss,RecoNLL_met_loss,RecoNLL_mt_loss,RecoNLL_mbb_loss,RecoNLL_mct2_loss,RecoNLL_mlb1_loss,RecoNLL_lep1Pt_loss,RecoNLL_nJet30_loss,RecoNLL_nBJet30_MV2c10_loss,lr
67,4476.241528514621,6733.766212184812,435.9816413710168,72.5785256207317,142.27151821201056,14.412431063173544,144.94916160059122,15.5650331336886,13.998402918141183,23.02585219486607,9.180722291877187,4578.490914101388,6903.880296257076,436.16256008434056,72.60717250789337,142.29985318978368,14.417945137249276,145.03890687070103,15.568980795173074,14.008096217848308,23.025384747294755,9.196220773639102,0.0007864320650696754
68,4394.228460878153,6597.576168015545,435.6826060281307,72.52869250521834,142.2564560436066,14.400944755475324,144.76481324268815,15.56554797736227,13.997755686068201,23.02585219486607,9.142547366231973,4494.484881603148,6764.342151561304,435.87943252381524,72.5595390345698,142.28573206605358,14.40812454060879,144.85925306823682,15.569386843113888,14.007496554824668,23.025852194814135,9.164055285418845,0.0007864320650696754
69,4313.567160740216,6463.7023467120325,435.3456152514354,72.474600558514,142.23933039597588,14.385907956508781,144.57124954063795,15.566239554104188,13.9969935719869,23.02585219486607,9.085445212759694,4411.6591840142455,6626.827211682768,435.56270330696367,72.50761198238501,142.2697225649343,14.394903606769097,144.6705588647592,15.57000273811049,14.00680283464132,23.025852194814135,9.117252449383686,0.0007864320650696754
70,4249.487141114683,6357.414255592979,435.03843176443473,72.42756764258793,142.2237790837035,14.370431950521185,144.40956716759442,15.566923434000824,13.996272656959501,23.02585219486607,9.018038087446351,4338.031009037663,6504.651592765852,435.2399097722647,72.45693366285774,142.2532215708912,14.379631587496839,144.49253184351198,15.570675207976244,14.006042974259422,23.025852194814135,9.055027961626628,0.0006291456520557404
71,4185.794261053375,6251.851425696315,434.68326256295586,72.37626623952819,142.20612389144813,14.350241772576789,144.2419716734576,15.567779258484098,13.995421969349046,23.02585219486607,8.919612074147409,4273.109169933627,6396.997676591046,434.9104349979125,72.40782135563963,142.23666490004578,14.361968762529534,144.32797488262767,15.571440373399746,14.00526128964434,23.025852194814135,8.973455483850042,0.0006291456520557404
72,4122.125645483961,6146.456337229042,434.2516731024538,72.3200006893185,142.18548821444404,14.32273474747212,144.06828980421997,15.56884299914868,13.99434576414576,23.02585219486607,8.766122098805408,4208.356026659803,6289.724836662684,434.52097634629627,72.354129490374,142.21766958225217,14.338435777205762,144.15752981194467,15.572400370490277,14.004314827926832,23.025852194814135,8.850649229612435,0.0006291456520557404
73,4058.1476722660736,6040.804633708,433.66473200957427,72.25822101387796,142.15986222315482,14.282309910552238,143.88834447896974,15.57018637241793,13.992810292365634,23.02585219486607,8.487150046613028,4143.4854130717285,6182.436742018276,434.0232180278341,72.29507990220407,142.19469680343778,14.305211171424698,143.9807744031922,15.573578985915535,14.003025986905458,23.025852194814135,8.644997932576805,0.0006291456520557404
74,3990.690261928042,5930.465569875219,432.4107616245005,72.19335871249069,142.1199939273834,14.207551707501022,143.6977176049135,15.571929780802385,13.989657281143668,23.02585219486607,7.604703467937455,4077.1307967707307,6073.190319862946,433.2164588813878,72.23095563991419,142.16350098624426,14.251525976141176,143.79622372463567,15.575078854791942,14.000877224920407,23.025852194814135,8.172445348414742,0.0006291456520557404
75,3873.3937291909897,5738.905703065706,430.05016374959695,72.08490800519769,141.99084187328623,14.128587171252367,143.3786891506051,15.558685624364383,13.971511202359576,23.02585219486607,5.911088586274166,4000.708265761319,5949.604454101455,430.94544798122064,72.16446565186321,142.10045944529358,14.159745078759256,143.58777797938097,15.573997387178173,13.994010972449821,23.025852194814135,6.339147102909737,0.0005033165216445923
76,3498.0518721672397,5116.861941217578,427.9345936945921,71.75151736477488,141.4733176825947,14.033628234553415,142.30264189704792,15.483847764011573,13.887838857555971,23.02585219486607,5.975953678547076,3749.2380741805036,5533.4800222939575,429.14993321187467,71.93994441844613,141.78318296857532,14.087611938850479,142.90944294292575,15.529976413490187,13.944387758186355,23.025852194814135,5.929539214598377,0.0005033165216445923
77,3012.136020241924,4312.516395061584,424.62609734159753,71.24560938329316,140.65985176364575,13.89526627305867,140.5111983841026,15.364079652219784,13.752018663367613,23.02585219486607,6.172225132632255,3306.5100918402495,4800.184693811707,426.3991696948544,71.51756427757797,141.11215980662493,13.967777458352002,141.4586869329426,15.431211568792543,13.832931285274327,23.025852194814135,6.052988151585348,0.0005033165216445923
78,2498.917329375731,3463.7581203283225,420.66236342384286,70.62179670012259,139.5674999537433,13.753487760270838,138.57847207099158,15.224548418718873,13.597981017328987,23.02585219486607,6.292729347412003,2802.198389323558,3965.7445297650183,422.75158673711996,70.95187005599209,140.16608103864917,13.825611178560155,139.5474284879098,15.300089984998545,13.68551690129062,23.025852194814135,6.249138935534806,0.0005033165216445923
79,2033.1329523885784,2694.267230106255,416.5725417814131,69.91750048112156,138.29644885523666,13.615127753100289,136.8496588238597,15.087214984736779,13.454754598910883,23.02585219486607,6.3259876484690025,2282.840459550057,3107.182389258817,418.5309385511054,70.25743810463598,138.91397571469824,13.680635714032773,137.63353064628546,15.153153701288122,13.527746578442322,23.025852194814135,6.338612436739624,0.0005033165216445923
80,1747.4049472500537,2223.799159824524,413.12540609086756,69.31901537773108,137.26152879157675,13.504393164707189,135.32753605322625,14.973833828855584,13.336161755669108,23.02585219486607,6.377088601136075,1913.948770624688,2498.4231398252464,414.8948283498572,69.62426376217579,137.79832318277488,13.560428022308066,136.08783614172506,15.034090127038324,13.404206071037157,23.025852194814135,6.3598325992488665,0.00040265321149490774
81,1568.35247620946,1929.897163525702,410.4141349415841,68.8413791099882,136.50775471374763,13.417269835471977,134.10258979172414,14.893814618043075,13.252414357873148,23.02585219486607,6.373061959736914,1693.5577582340638,2135.70686995854,412.13358118507745,69.13535972455831,136.99772206193677,13.470562410203337,134.89039510825623,14.95092794626785,13.318179578231312,23.025852194814135,6.344585074101427,0.00040265321149490774
